#(dyn/cm2)	(K)    	(cm2/s)
Pressure	Temp	Kzz
1.201e+01	2129.0	5.664e+11
8.770e+00	2157.0	5.000e+11
6.400e+00	2173.0	5.000e+11
4.671e+00	2189.0	5.000e+11
3.409e+00	2212.0	5.000e+11
2.492e+00	2240.0	5.000e+11
1.823e+00	2271.0	5.000e+11
1.337e+00	2303.0	5.000e+11
9.812e-01	2334.0	5.000e+11
7.220e-01	2370.0	5.000e+11
5.330e-01	2415.0	5.000e+11
3.945e-01	2469.0	5.000e+11
2.935e-01	2536.0	5.000e+11
2.192e-01	2619.0	5.000e+11
1.646e-01	2725.0	5.000e+11
1.242e-01	2859.0	5.000e+11
9.412e-02	3035.0	5.000e+11
7.124e-02	3268.0	5.000e+11
5.359e-02	3589.0	5.000e+11
3.974e-02	4049.0	5.000e+11
2.920e-02	4745.0	5.000e+11
2.152e-02	5891.0	5.000e+11
